0
-1.5
-0.75
-1.125
-1.3125
-1.40625
-1.45312
-1.47656
-1.48828
-1.48242
-1.47949
-1.48096
-1.48169
-1.48206
-1.48224
-1.48233
-1.48228
-1.48226
-1.48227
-1.48228
-1.48228
-1.48228
-1.48228
