Time,Planet0_x,Planet1_x,Planet2_x,Planet3_x,Planet0_y,Planet1_y,Planet2_y,Planet3_y
2.69,-0.0832984,-0.404447,-0.933871,-0.954755,-0.309979,-0.234458,0.936525,0.841621
2.7,-0.084756,-0.418808,-0.91202,-0.97458,-0.306615,-0.252825,0.937481,0.8577
2.71,-0.086936,-0.431307,-0.892283,-0.9894,-0.303091,-0.271426,0.935388,0.880229
2.72,-0.0898146,-0.442007,-0.875115,-0.998196,-0.299456,-0.290125,0.931564,0.906238
2.73,-0.0933698,-0.450965,-0.860298,-1.00147,-0.295753,-0.308801,0.927048,0.933388
2.74,-0.0975818,-0.458234,-0.847394,-1.0002,-0.292023,-0.327345,0.92245,0.960305
2.75,-0.102432,-0.46386,-0.835985,-0.995335,-0.2883,-0.345658,0.918081,0.986287
2.76,-0.107905,-0.467889,-0.825732,-0.987647,-0.284619,-0.363647,0.914084,1.01101
2.77,-0.113985,-0.470357,-0.816376,-0.977721,-0.281011,-0.381222,0.910516,1.03434
2.78,-0.12066,-0.471301,-0.80772,-0.966001,-0.277506,-0.398299,0.90739,1.05625
2.79,-0.127916,-0.470752,-0.799613,-0.952829,-0.274135,-0.414791,0.904697,1.07676
2.8,-0.135743,-0.46874,-0.79194,-0.938471,-0.27093,-0.430613,0.902419,1.0959
2.81,-0.14413,-0.465291,-0.784608,-0.923133,-0.26792,-0.445677,0.900534,1.11371
2.82,-0.153069,-0.460431,-0.777546,-0.906982,-0.26514,-0.45989,0.899017,1.13026
2.83,-0.162549,-0.454184,-0.770693,-0.890154,-0.262623,-0.473156,0.897846,1.14558
2.84,-0.172561,-0.446575,-0.764003,-0.872761,-0.260407,-0.485368,0.896997,1.15973
2.85,-0.183095,-0.437628,-0.757434,-0.854894,-0.258534,-0.496413,0.89645,1.17275
2.86,-0.194141,-0.427374,-0.750953,-0.836635,-0.257047,-0.506165,0.896186,1.18467
2.87,-0.205685,-0.415844,-0.744531,-0.818049,-0.255998,-0.514483,0.896187,1.19553
2.88,-0.217713,-0.403081,-0.738143,-0.799196,-0.255442,-0.521209,0.896435,1.20537
2.89,-0.230204,-0.389136,-0.731769,-0.780128,-0.255445,-0.526163,0.896918,1.21421
2.9,-0.243132,-0.37408,-0.725388,-0.760892,-0.25608,-0.52914,0.897619,1.22208
2.91,-0.256462,-0.358005,-0.718986,-0.741528,-0.257433,-0.529902,0.898528,1.229
2.92,-0.270146,-0.341045,-0.712547,-0.722074,-0.259603,-0.528176,0.899633,1.23499
2.93,-0.284117,-0.323381,-0.706058,-0.702567,-0.262703,-0.523645,0.900924,1.24008
2.94,-0.298276,-0.305276,-0.699507,-0.683038,-0.266866,-0.515943,0.902392,1.24427
2.95,-0.312488,-0.287106,-0.692883,-0.663518,-0.272241,-0.50466,0.90403,1.24758
2.96,-0.326552,-0.269415,-0.686176,-0.644037,-0.27899,-0.489345,0.905829,1.25002
2.97,-0.340184,-0.252984,-0.679376,-0.624623,-0.287278,-0.46955,0.907785,1.25161
2.98,-0.352978,-0.238926,-0.672474,-0.605304,-0.297234,-0.444914,0.909893,1.25235
2.99,-0.364381,-0.228755,-0.66546,-0.586107,-0.308891,-0.415348,0.912149,1.25226
3,-0.373707,-0.224359,-0.658326,-0.567059,-0.32207,-0.381344,0.914551,1.25133
3.01,-0.380245,-0.227687,-0.651062,-0.548188,-0.336245,-0.344345,0.917095,1.24957
3.02,-0.383514,-0.240062,-0.643658,-0.529522,-0.350496,-0.306885,0.919782,1.24699
3.03,-0.383545,-0.261393,-0.636102,-0.511089,-0.363692,-0.272075,0.922608,1.24359
3.04,-0.380939,-0.290026,-0.628384,-0.492919,-0.37487,-0.242556,0.925575,1.23936
3.05,-0.376608,-0.323451,-0.620492,-0.475043,-0.383531,-0.219703,0.92868,1.2343
3.06,-0.371437,-0.359235,-0.612414,-0.457497,-0.389633,-0.20363,0.931924,1.22841
3.07,-0.366096,-0.395527,-0.604134,-0.440316,-0.393409,-0.19369,0.935307,1.22169
3.08,-0.361026,-0.431113,-0.59564,-0.42354,-0.395196,-0.18896,0.93883,1.21413
3.09,-0.35649,-0.465266,-0.586916,-0.407214,-0.395328,-0.188516,0.942496,1.20572
3.1,-0.352631,-0.497586,-0.577942,-0.391387,-0.394101,-0.191544,0.946307,1.19645
3.11,-0.349523,-0.527869,-0.568698,-0.376114,-0.39176,-0.197369,0.950269,1.18631
3.12,-0.347194,-0.556032,-0.55916,-0.361458,-0.388507,-0.205438,0.954387,1.1753
3.13,-0.345649,-0.582059,-0.5493,-0.34749,-0.384505,-0.215303,0.958666,1.16339
3.14,-0.344877,-0.605972,-0.539083,-0.334294,-0.379886,-0.226602,0.963114,1.15057
3.15,-0.344862,-0.627816,-0.528469,-0.321969,-0.374758,-0.239035,0.967737,1.13683
3.16,-0.345585,-0.647641,-0.517409,-0.310634,-0.369212,-0.252357,0.972541,1.12216
3.17,-0.347023,-0.665503,-0.50584,-0.300431,-0.363323,-0.266359,0.977534,1.10654
3.18,-0.349155,-0.681457,-0.493686,-0.291541,-0.357156,-0.280864,0.982716,1.08998
3.19,-0.351962,-0.695556,-0.48085,-0.284187,-0.350766,-0.295722,0.988084,1.07246
3.2,-0.355423,-0.70785,-0.467205,-0.278661,-0.344201,-0.310797,0.993627,1.05404
3.21,-0.359523,-0.718383,-0.452584,-0.275346,-0.337506,-0.325969,0.999308,1.03478
3.22,-0.364244,-0.727197,-0.436757,-0.274761,-0.33072,-0.341131,1.00505,1.01485
3.23,-0.369572,-0.734329,-0.419415,-0.277614,-0.323879,-0.35618,1.01071,0.994602
3.24,-0.375494,-0.739812,-0.40013,-0.284867,-0.317016,-0.371022,1.01594,0.974778
3.25,-0.381998,-0.743676,-0.378387,-0.29769,-0.310166,-0.385565,1.02003,0.956975
3.26,-0.389073,-0.745947,-0.353861,-0.316818,-0.303359,-0.39972,1.02154,0.944447
3.27,-0.39671,-0.746648,-0.327464,-0.340206,-0.296628,-0.413397,1.01829,0.942096
3.28,-0.404899,-0.745801,-0.302082,-0.361366,-0.290005,-0.426504,1.00927,0.952188
3.29,-0.413634,-0.743425,-0.280304,-0.374478,-0.283524,-0.438948,0.996236,0.970746
3.3,-0.422906,-0.739536,-0.262372,-0.379008,-0.27722,-0.450631,0.981775,0.991976
3.31,-0.432707,-0.734153,-0.24735,-0.377066,-0.27113,-0.461449,0.96729,1.01271
3.32,-0.443031,-0.727291,-0.234371,-0.370613,-0.265295,-0.471288,0.953285,1.03181
3.33,-0.453867,-0.71897,-0.222844,-0.360991,-0.25976,-0.480026,0.939893,1.04897
3.34,-0.465207,-0.709211,-0.212378,-0.349085,-0.254572,-0.487528,0.927114,1.06419
3.35,-0.47704,-0.698041,-0.202716,-0.335486,-0.249787,-0.493642,0.914906,1.07757
3.36,-0.48935,-0.685494,-0.19368,-0.320607,-0.245465,-0.498198,0.903214,1.08922
3.37,-0.502119,-0.671617,-0.185141,-0.304744,-0.241677,-0.501003,0.891987,1.09926
3.38,-0.515321,-0.656476,-0.177009,-0.288114,-0.238502,-0.501837,0.881177,1.10779
3.39,-0.528921,-0.640162,-0.169213,-0.270885,-0.236032,-0.500446,0.870741,1.1149
3.4,-0.542869,-0.622803,-0.1617,-0.253188,-0.234374,-0.496538,0.860642,1.12069
3.41,-0.557097,-0.604586,-0.15443,-0.235126,-0.23365,-0.489777,0.850848,1.12522
3.42,-0.571506,-0.585777,-0.147368,-0.216785,-0.233999,-0.479779,0.841331,1.12856
3.43,-0.585954,-0.566762,-0.140487,-0.198236,-0.235578,-0.466112,0.832067,1.13075
3.44,-0.600236,-0.548098,-0.133766,-0.179537,-0.238558,-0.448312,0.823035,1.13186
3.45,-0.61406,-0.530582,-0.127184,-0.16074,-0.243103,-0.425924,0.814216,1.13193
3.46,-0.627017,-0.515339,-0.120727,-0.141891,-0.249344,-0.398593,0.805594,1.13099
3.47,-0.63856,-0.503871,-0.114379,-0.123027,-0.257304,-0.366252,0.797155,1.12908
3.48,-0.648019,-0.49801,-0.108128,-0.104186,-0.266799,-0.329409,0.788887,1.12622
3.49,-0.654723,-0.499602,-0.101964,-0.0853978,-0.277317,-0.289475,0.780776,1.12245
3.5,-0.658226,-0.509872,-0.0958757,-0.0666937,-0.287988,-0.248839,0.772813,1.11778
3.51,-0.658544,-0.528765,-0.0898559,-0.0481013,-0.297759,-0.210394,0.764986,1.11224
3.52,-0.656205,-0.554829,-0.0838973,-0.0296473,-0.305727,-0.176625,0.757286,1.10585
3.53,-0.652022,-0.585818,-0.0779938,-0.0113576,-0.311383,-0.148929,0.749706,1.09863
3.54,-0.64681,-0.619486,-0.0721399,0.00674276,-0.314627,-0.127581,0.742238,1.09058
3.55,-0.641216,-0.654051,-0.0663296,0.0246294,-0.315623,-0.112134,0.734879,1.08172
3.56,-0.635683,-0.688283,-0.060557,0.0422781,-0.314646,-0.101832,0.727624,1.07206
3.57,-0.630496,-0.721401,-0.0548155,0.059665,-0.311989,-0.0958686,0.720471,1.06162
3.58,-0.625821,-0.752939,-0.049098,0.0767662,-0.307923,-0.0935071,0.713417,1.0504
3.59,-0.621755,-0.782631,-0.0433968,0.0935573,-0.302677,-0.0941148,0.706461,1.03842
3.6,-0.618345,-0.81034,-0.0377039,0.110014,-0.296445,-0.0971632,0.699601,1.02567
3.61,-0.615614,-0.836005,-0.0320107,0.12611,-0.289386,-0.102216,0.692835,1.01218
3.62,-0.613564,-0.859612,-0.0263084,0.141819,-0.281632,-0.10891,0.686163,0.99793
3.63,-0.61219,-0.881173,-0.0205875,0.157112,-0.273293,-0.116945,0.679583,0.982941
3.64,-0.611481,-0.900714,-0.014838,0.171961,-0.264462,-0.126067,0.673094,0.967213
3.65,-0.611424,-0.918271,-0.00904926,0.186333,-0.255216,-0.13606,0.666694,0.950747
3.66,-0.612002,-0.933882,-0.00320977,0.200194,-0.245625,-0.146736,0.660384,0.933547
3.67,-0.613199,-0.947585,0.00269288,0.213507,-0.235748,-0.157934,0.654163,0.915614
3.68,-0.615002,-0.959417,0.00867231,0.226232,-0.225637,-0.169508,0.64803,0.896949
3.69,-0.617394,-0.969415,0.0147436,0.238324,-0.21534,-0.181326,0.641984,0.877555
3.7,-0.620362,-0.97761,0.0209237,0.249735,-0.204901,-0.193269,0.636026,0.857432
3.71,-0.623893,-0.984035,0.0272316,0.260411,-0.194361,-0.205224,0.630156,0.836582
3.72,-0.627974,-0.988716,0.033689,0.270291,-0.183759,-0.217086,0.624372,0.815008
3.73,-0.632595,-0.991679,0.040321,0.279306,-0.173133,-0.228752,0.618675,0.792714
3.74,-0.637743,-0.992947,0.0471565,0.28738,-0.162519,-0.240122,0.613063,0.769705
3.75,-0.64341,-0.992541,0.0542294,0.294423,-0.151954,-0.251096,0.607534,0.74599
3.76,-0.649586,-0.990481,0.0615797,0.300333,-0.141477,-0.261575,0.602085,0.721584
3.77,-0.656262,-0.986786,0.0692552,0.30499,-0.131126,-0.271453,0.596708,0.696506
3.78,-0.66343,-0.981472,0.0773132,0.308253,-0.12094,-0.280626,0.591392,0.670788
3.79,-0.671079,-0.97456,0.085823,0.309954,-0.110962,-0.28898,0.586122,0.644477
3.8,-0.679202,-0.966068,0.0948696,0.309891,-0.101238,-0.296396,0.58087,0.617643
3.81,-0.687788,-0.956018,0.104558,0.307817,-0.0918154,-0.302744,0.575592,0.590392
3.82,-0.696826,-0.944437,0.115017,0.303429,-0.0827481,-0.307886,0.57022,0.562891
3.83,-0.706303,-0.931355,0.12641,0.296354,-0.0740939,-0.311665,0.564641,0.535404
3.84,-0.716202,-0.916813,0.138934,0.286139,-0.0659169,-0.313914,0.558673,0.508357
3.85,-0.726504,-0.900865,0.152818,0.272258,-0.0582887,-0.314441,0.552006,0.482456
3.86,-0.737179,-0.883579,0.168286,0.254202,-0.0512892,-0.313034,0.544119,0.458889
3.87,-0.748194,-0.865052,0.185412,0.231794,-0.0450085,-0.30945,0.534158,0.439592
3.88,-0.759499,-0.845412,0.203755,0.206019,-0.039548,-0.303419,0.520915,0.427292
3.89,-0.771027,-0.82484,0.221884,0.180092,-0.035022,-0.29463,0.50335,0.424343
3.9,-0.782687,-0.803585,0.237718,0.158682,-0.0315585,-0.282737,0.48168,0.430266
3.91,-0.79435,-0.781996,0.249949,0.144728,-0.0292984,-0.267358,0.457527,0.44142
3.92,-0.805837,-0.76056,0.258657,0.138048,-0.0283917,-0.248082,0.432639,0.453882
3.93,-0.816902,-0.739959,0.264574,0.136986,-0.0289865,-0.224508,0.408036,0.46536
3.94,-0.827201,-0.721128,0.268424,0.139911,-0.0312051,-0.196302,0.384138,0.474922
3.95,-0.836283,-0.705311,0.270742,0.14561,-0.0350981,-0.16333,0.361064,0.482305
3.96,-0.843586,-0.694047,0.271898,0.153244,-0.0405694,-0.125859,0.338812,0.487523
3.97,-0.848498,-0.689009,0.272146,0.16223,-0.0472825,-0.0848208,0.317338,0.490685
3.98,-0.850509,-0.691598,0.271662,0.172158,-0.0545974,-0.0419797,0.296586,0.491927
3.99,-0.849411,-0.702382,0.270574,0.182732,-0.0616291,0.000223545,0.2765,0.491387
4,-0.845428,-0.720735,0.268974,0.193734,-0.0674635,0.0392673,0.257033,0.489189
4.01,-0.839156,-0.745019,0.266932,0.204996,-0.071416,0.0732604,0.238142,0.485447
4.02,-0.831339,-0.773181,0.264505,0.216391,-0.0731586,0.101292,0.21979,0.480259
4.03,-0.822669,-0.80332,0.261734,0.227815,-0.0726747,0.12331,0.201946,0.473711
4.04,-0.813682,-0.833958,0.258657,0.239186,-0.0701358,0.139778,0.184583,0.46588
4.05,-0.804752,-0.864063,0.255301,0.250436,-0.0657911,0.151375,0.167676,0.45683
4.06,-0.796124,-0.892963,0.251691,0.261504,-0.0599014,0.158813,0.151206,0.446619
4.07,-0.787948,-0.920239,0.247845,0.27234,-0.052708,0.162749,0.135156,0.435295
4.08,-0.780312,-0.945643,0.243781,0.282897,-0.0444224,0.163759,0.119511,0.422904
4.09,-0.773265,-0.96904,0.239514,0.293133,-0.0352252,0.162335,0.10426,0.409483
4.1,-0.766828,-0.990362,0.235055,0.303007,-0.0252697,0.158892,0.0893928,0.395067
4.11,-0.761008,-1.00959,0.230416,0.312482,-0.0146862,0.153779,0.0749019,0.379686
4.12,-0.7558,-1.02672,0.225609,0.321521,-0.00358568,0.147297,0.0607819,0.363368
4.13,-0.751195,-1.04178,0.220644,0.330087,0.00793622,0.139699,0.0470287,0.346138
4.14,-0.747178,-1.05481,0.215532,0.338144,0.0197963,0.131207,0.0336398,0.328017
4.15,-0.743736,-1.06582,0.210285,0.345654,0.0319213,0.122011,0.0206143,0.309028
4.16,-0.740851,-1.07488,0.204915,0.352581,0.044246,0.112284,0.00795196,0.289188
4.17,-0.738508,-1.08201,0.199436,0.358883,0.0567116,0.102174,-0.00434627,0.268516
4.18,-0.736692,-1.08725,0.193861,0.364521,0.0692644,0.0918217,-0.0162788,0.24703
4.19,-0.735387,-1.09064,0.188209,0.369449,0.0818549,0.0813509,-0.0278436,0.224744
4.2,-0.73458,-1.09222,0.182497,0.373623,0.0944366,0.070879,-0.0390383,0.201677
4.21,-0.734258,-1.09203,0.176746,0.37699,0.106966,0.0605157,-0.0498608,0.177844
4.22,-0.734409,-1.09008,0.17098,0.379498,0.1194,0.0503659,-0.060309,0.153262
4.23,-0.735021,-1.08641,0.165224,0.381086,0.131699,0.0405312,-0.0703818,0.127951
4.24,-0.736084,-1.08106,0.159509,0.38169,0.143823,0.0311111,-0.0800792,0.101931
4.25,-0.73759,-1.07405,0.153866,0.381236,0.155731,0.0222048,-0.0894028,0.0752261
4.26,-0.739529,-1.06539,0.148335,0.379646,0.167384,0.0139125,-0.0983564,0.0478639
4.27,-0.741893,-1.05513,0.142955,0.37683,0.178741,0.00633702,-0.106947,0.019879
4.28,-0.744675,-1.04328,0.137776,0.372686,0.189761,-0.000414962,-0.115186,-0.0086858
4.29,-0.747866,-1.02987,0.132848,0.367103,0.200398,-0.00623092,-0.12309,-0.0377762
4.3,-0.751458,-1.01493,0.128232,0.359954,0.210608,-0.0109907,-0.130684,-0.0673223
4.31,-0.755441,-0.998478,0.123993,0.351097,0.220339,-0.0145642,-0.138001,-0.097233
4.32,-0.759805,-0.980554,0.120205,0.340375,0.229537,-0.0168092,-0.145088,-0.127389
4.33,-0.764537,-0.961196,0.116946,0.327617,0.238144,-0.0175679,-0.152012,-0.157631
4.34,-0.769619,-0.940456,0.114301,0.312638,0.246092,-0.0166636,-0.158858,-0.18775
4.35,-0.775029,-0.918396,0.112355,0.295253,0.253308,-0.0138967,-0.165746,-0.21747
4.36,-0.780737,-0.895104,0.111188,0.275287,0.259705,-0.0090394,-0.172832,-0.246429
4.37,-0.7867,-0.870698,0.110861,0.252607,0.265188,-0.00183076,-0.180317,-0.27416
4.38,-0.792859,-0.845342,0.111397,0.227165,0.269645,0.00802942,-0.188456,-0.30008
4.39,-0.79913,-0.81927,0.112753,0.199063,0.272948,0.0208854,-0.197551,-0.323497
4.4,-0.805393,-0.792815,0.114782,0.16863,0.274954,0.037127,-0.207931,-0.343656
4.41,-0.811473,-0.766456,0.11721,0.136488,0.275503,0.0571826,-0.219909,-0.359839
4.42,-0.817119,-0.740884,0.119633,0.103551,0.274433,0.0814916,-0.233708,-0.371523
4.43,-0.821976,-0.717084,0.121557,0.0709318,0.2716,0.110436,-0.249394,-0.378536
4.44,-0.825552,-0.696408,0.12249,0.0397464,0.266936,0.144193,-0.266842,-0.381142
4.45,-0.82722,-0.680585,0.122032,0.0109057,0.260537,0.182487,-0.285751,-0.379986
4.46,-0.826289,-0.671521,0.119933,-0.0150163,0.252788,0.224244,-0.305727,-0.375937
4.47,-0.8222,-0.670765,0.1161,-0.0377943,0.244444,0.26738,-0.326358,-0.369899
4.48,-0.814788,-0.678776,0.110562,-0.0574793,0.236535,0.309057,-0.347277,-0.362682
4.49,-0.80442,-0.694549,0.103425,-0.074298,0.230062,0.34651,-0.368186,-0.354941
4.5,-0.791859,-0.715993,0.0948336,-0.0885664,0.225687,0.377912,-0.388861,-0.347166
4.51,-0.77796,-0.740755,0.0849418,-0.100628,0.223635,0.40264,-0.409141,-0.339702
4.52,-0.76345,-0.766841,0.0739004,-0.110821,0.223799,0.420975,-0.428915,-0.332784
4.53,-0.748846,-0.792825,0.0618485,-0.119455,0.225911,0.433645,-0.448108,-0.326559
4.54,-0.734486,-0.817784,0.0489103,-0.126807,0.22966,0.441498,-0.466672,-0.321112
4.55,-0.720571,-0.841164,0.0351956,-0.133121,0.234747,0.445341,-0.48458,-0.316485
4.56,-0.707217,-0.862652,0.0208003,-0.138605,0.240913,0.445877,-0.501815,-0.312691
4.57,-0.694482,-0.88209,0.00580828,-0.143441,0.247939,0.443698,-0.518372,-0.309722
4.58,-0.682392,-0.89941,-0.00970718,-0.147782,0.255644,0.439291,-0.534252,-0.307556
4.59,-0.670955,-0.914603,-0.025682,-0.151759,0.263877,0.433059,-0.549457,-0.306163
4.6,-0.660164,-0.92769,-0.0420597,-0.155483,0.272515,0.425336,-0.563998,-0.305511
4.61,-0.650009,-0.938712,-0.0587907,-0.15905,0.281454,0.416398,-0.577881,-0.30556
4.62,-0.640475,-0.947715,-0.0758309,-0.162539,0.290607,0.406478,-0.591119,-0.306276
4.63,-0.631546,-0.954754,-0.093141,-0.16602,0.2999,0.395774,-0.603723,-0.30762
4.64,-0.623209,-0.959879,-0.110686,-0.16955,0.309269,0.384455,-0.615704,-0.309557
4.65,-0.615447,-0.963142,-0.128434,-0.173181,0.318661,0.372668,-0.627073,-0.312054
4.66,-0.608247,-0.964591,-0.146358,-0.176954,0.328026,0.360542,-0.637843,-0.31508
4.67,-0.601598,-0.964267,-0.16443,-0.180906,0.337322,0.348193,-0.648023,-0.318604
4.68,-0.595489,-0.962213,-0.182629,-0.18507,0.34651,0.335726,-0.657626,-0.322599
4.69,-0.58991,-0.958462,-0.200933,-0.189473,0.355555,0.323236,-0.66666,-0.327043
4.7,-0.584853,-0.953046,-0.219321,-0.19414,0.364425,0.310815,-0.675135,-0.33191
4.71,-0.580313,-0.945994,-0.237777,-0.199093,0.373086,0.298548,-0.683061,-0.337183
4.72,-0.576283,-0.937328,-0.256284,-0.204352,0.381509,0.28652,-0.690444,-0.342841
4.73,-0.572759,-0.927068,-0.274825,-0.209935,0.389664,0.274813,-0.697293,-0.348868
4.74,-0.569738,-0.915232,-0.293386,-0.215859,0.39752,0.26351,-0.703613,-0.35525
4.75,-0.567218,-0.901833,-0.311953,-0.222141,0.405045,0.2527,-0.70941,-0.361973
4.76,-0.565197,-0.886882,-0.330513,-0.228795,0.412206,0.242471,-0.714689,-0.369025
4.77,-0.563675,-0.87039,-0.349053,-0.235838,0.418968,0.23292,-0.719453,-0.376394
4.78,-0.562651,-0.852364,-0.367559,-0.243285,0.425291,0.224154,-0.723706,-0.384072
4.79,-0.562123,-0.832814,-0.38602,-0.251151,0.431134,0.216287,-0.72745,-0.392049
4.8,-0.56209,-0.81175,-0.404422,-0.259453,0.436447,0.209451,-0.730684,-0.400317
4.81,-0.562551,-0.789186,-0.422753,-0.268206,0.441175,0.203791,-0.733411,-0.40887
4.82,-0.563499,-0.765143,-0.440997,-0.277428,0.445255,0.19948,-0.735628,-0.4177
4.83,-0.564925,-0.739655,-0.459141,-0.287135,0.448614,0.196714,-0.737335,-0.426801
4.84,-0.566814,-0.712773,-0.477169,-0.297347,0.451165,0.195727,-0.738529,-0.43617
4.85,-0.56914,-0.684577,-0.495065,-0.308082,0.452805,0.196794,-0.739208,-0.445801
4.86,-0.571862,-0.655189,-0.51281,-0.319359,0.453415,0.200245,-0.739368,-0.455694
4.87,-0.574915,-0.624801,-0.530385,-0.331199,0.452849,0.206471,-0.739007,-0.465848
4.88,-0.578198,-0.593704,-0.547768,-0.343626,0.450939,0.215935,-0.738121,-0.476266
4.89,-0.581553,-0.562346,-0.564935,-0.356664,0.44749,0.229175,-0.736705,-0.486956
4.9,-0.584736,-0.531409,-0.581863,-0.370342,0.442286,0.24678,-0.734757,-0.49793
4.91,-0.58738,-0.501919,-0.598522,-0.384698,0.435119,0.26933,-0.732271,-0.509204
4.92,-0.588949,-0.475361,-0.614882,-0.399776,0.425844,0.297227,-0.729243,-0.5208
4.93,-0.58872,-0.453733,-0.630908,-0.415632,0.414497,0.330381,-0.725667,-0.532744
4.94,-0.585865,-0.439323,-0.646559,-0.432339,0.40146,0.367741,-0.721533,-0.545065
4.95,-0.579701,-0.434019,-0.661787,-0.449988,0.387586,0.406974,-0.716832,-0.557796
4.96,-0.570043,-0.438335,-0.676532,-0.468698,0.374062,0.444811,-0.711551,-0.570972
4.97,-0.55736,-0.45099,-0.69072,-0.488619,0.362009,0.478172,-0.705674,-0.584627
4.98,-0.542547,-0.469537,-0.704252,-0.509952,0.352099,0.50521,-0.699185,-0.598798
4.99,-0.526536,-0.491418,-0.716998,-0.532971,0.344498,0.52547,-0.69207,-0.613521
5,-0.510065,-0.514617,-0.728773,-0.558069,0.339043,0.539401,-0.684321,-0.628818
